Somali_homograph,Meaning_Index,Somali_definition
maqal,5,Shanqar iwm dhegaha ku dareemid.
maqiiq,1,maqiiqid.
maqiiq,2,meel xoog ku jiirsiin .
maqiiq,3, wax wax kale si xoog leh ugu tuurid.
maqiiq,4, si gabbasho la'aan ah oo dagaal ku jiro cid isugu taagid.
mar,1,"Waqti la yaqaan oo bilow iyo dhammaad leh; goor, kol."
mar,2,Wax walba ee dumarku dhexda ku xirtaan.
mar,3,Qiimaha naagnimo.
mar,4, oraah lagu xiriiriyo weer waqtiley ah oo tilmaamaysa fal dhacay isla waqtigii midka weerta xorta ahi uu bilaabmayo. Tus. Isla markii uu yimid shaqo ayuu bilaabay.
maraq,1,Meyrax la jilciyay oo geela naasaha looga maro si aan loo nuujin.
maraq,2,"Hal irmaan afarteeda naas oo dhan ama qaar ka mid ah marid, si aan loo nuugin, ama loo lisin."
marax,1,Wax la kaydsado; dhaqaale.
marax,2,Hilib wax isbeddeley noqosho.
marax,3,Wax suyacay noqosho .
mari,1,Lax saddex jeer ama ka badan dhashay.
mari,2,Xarig xooggan soohid.
mari,3,Wadaan ceel biyo uga dhurid.
maris,1, saabuun adag oo dharka lagu dhaqdo.
maris,2,"Shimbir yar oo mucjisad leh; waxay si layaab leh ugu hoggaamisaa ninka herinka ah oo keliya, ugaar, habar dugaag, halaqa qaar ka mid ah, malabka shinnida iwm. Waris, buli, shimbir mala"
marjiid,1,Wax dheer oo toosan.
marjiid,2,Wax kala jiidid.
marmaarri,1,Dhaqdhaqaajinta wax meel la gelinayo aayar loo dhaqdhaqaajiyo.
marmaarri,2, wax meel daloosha ku khasbid.
marmaarri,3,Awr koron ah aad ayilin.
marmar,1,"Murqaha luqunta, tun."
marmar,2,Kolkol. 
marmar,3,Il wax ku dhaceen farta ku rugid.
marmar,4,Meel hore iyo gadaal ugu socosho.
marriin,1,Dharka haweenka.
marriin,2,Daliig midab leh oo maro marsan.
marriin,3,Qalab haweenku isku qurxin darteed ashadaan.
marriin,4,Qof haween ah dhar ay xirato adid.
marriin,5,Maro daliig midab leh ku qurxin.
marriin,6,"Maro, darin iwm midabbo u yeelid."
marso,1,Dhismo xeebaha badaha laga dhiso oo doonayaha iyo maraakiibta ku xirato.
marso,2,Diilliin madow oo iduhu dhexda ku yeeshaan.
marso,3,"Cunto, lacag iwm dhammaysasho."
marso,4,Wax meel ka gudbisasho.
marso,5,"Dufan, rinji iwm ku dhaashasho."
marso,6,Cashar cid ula tegid si loogu akhriyo .
marso,7,Marada ay xirantahay dhexda ka xirasho .
marso,8,Arrin meel gole ah ka caddeysasho.
masaajid,1,Dhismo inta badan qubbad ama munaarad dheer dusha ku leh oo muslimiintu Eebbe aabudaan.
masaajid,2,Meel kasta oo u habaysan in muslimiintu Eebbe aabudaan.
masaajid,3,eeg masjid. masaakiin m.dh.w eeg miskiin1. masaal  misaal. masaaliix m.dh.w eeg maslaxad.
masaf,1,Weel leh af ballaaran iyo dabo dhuuban oo daloosha oo hoorayaasha huba weelasha afka dhuuban; dublad.
masaf,2,"Saxan weyn oo caw, qabo iwm laga tolay, oo badarka la tumay lagu hufo; xaarin."
masal,1,Tusaale.
masal,2,"wax, wax kale kala mid ah xagga dhaqanka, jimirka, dhererka iwm. masil1, matal1, matil1, mesel1, metel1."
masal,3,"Filim, riwaayad iwm jilid."
masal,4,Cid wakiil ka noqosho.
masal,5,wax kale ku qiyaasid. 
masawir,1,Aaladda wax sawirta.
masawir,2,"Muuqaal ka taagan wax oo lagu daabacay warqad. loox, derbbi iwm iyada,oo la adeegsanayo gacan ama qalab kale."
masawir,3,Shaxan ama jaantus sawirid.
masaxo,1,Maro yar oo wax lagu tirtiro.
masaxo,2,"Wasakh, boor iwm meel ka tirtirasho."
masayr,1,Cuqdo qof qaado marka uu ogaado qof uu jeclaa inuu qof kale xiriir la leeyahay.
masayr,2,U quuriwaayidda qof kale oo wax uu haysto loo quuri wayo.
masayr,3,Qof masayr ku beermid.
mase,1,mise . Laba wax ama ka badan oo isku mid ah ama isu dhigma.
mase,2,Eray lagu xiriiriyo labada dhinac ee weyddiinta. Tus. Ma midigta
mashaqo,1,Dhibaato; shiddo; mixno; mushkulad.
mashaqo,2,"Cabbirka xaddiga walaxi qaab doorsoontay, marka la saaro xoog qaab dooriye ah. Qaab doorintu marka ay tahay dherer, mashaqadu waxa ay le'egtahay saamiga isbeddel dhererka iyo dhererka salka ah."
mashmash,1,Miro aad u bislaaday; dhuguc.
mashmash,2,Nooc bursaliidka ka mid ah oo macaan.
maskar,1,Sharaf.
maskar,2,"Geed faalala, dabrada u eg oo xooluhunaan."
maskarjab,1,Mowjadda jabbiddeeda.
maskarjab,2,Qof sharaf jabid maamuus dhicid.
maskarjab,3,Dad doon ama markab la jabid. 
mataatax,1, hilib karis ka batay awgiis aad u jilcay.
mataatax,2,Maro duugnimo awgeed aad u jilicday.
mataatax,3,Miro aad u bislaaday.
mataatax,5,Dhalanrogga bu' kaahfale ihi iskeed ugu beddelanto bu' farcan ah taas oo ah ama aan ahayn kaahfale. Marka bixitaanka hal ama in ka badan oo saxarro ama footoono ah.
matatar,1,Qarinta wax la qariyo.
matatar,2,Nafley meel ayan mari karin ku khasbid.
mayr,1,Caws waaweyn ama caw rarada laga sameeyo. mayro.
mayr,2,Wax biyo ku dhaqid.
mayro,1,"Geed timirta, baarta iwm u eg oo caw jilicsan baxsha; maniiqo. mayr1."
mayro,2,"Wax, sida dhar iwm biyo ku dhaqasho."
mayro,3,Qubaysasho .
meecaad,1,Cirib dambeed wanaagsan oo ay wax yeeshaan.
meecaad,2,Xiddigaha cirirka tan ugu dambaysa oo u dhexaysa rad dambe iyo godinta.
meecaad,3,Nasiib wacan.
meer,1,"Xarig dheer oo lagu wareejiyo aqal soomaaliga dadkiisa sare, si aysan dabayshyu u qaadin."
meer,2,Socod wareeg ah socosho.
meer,3,"Ku m maal, derejo iwm cid kale ku wareegid."
meere,1,"Xiddigo qaboobey oo dhulal noqday oo qorraxda la socda oo ku wareega oo iftiinka ka qaata midkood; meereyaashu waa sagaal. Dusaa, , Waxaraxir ama Xiddigta Waabberi , Dhulkeenna, Farraarre , Cirjeex ama Cirjiir , Raage , Uraano, Netuun, Buluto."
meere,2,"Mid ka mid ah walxaha qiyaas ahaan goobada ah, oo gaadhaya dhowr boqol, kuwaas oo ku meeraysta qorraxda oo mara tub qorraxeedyo loo yaqaan tubo. Waxa jira sagaal meere oo waaweyn, uu ku jiro dhulku, oo in door ah ka weyn kuwa oo hadhay, iyo meereyaal yaryar oo badan ama meere yareyaal. Meereyaasha dhulka ka weyni waa: Nebtuun, Yuraanas, Jaateen iyo Jubitar, kuwa ka yaryarina waa: Feenus, Maaris, Meerkuri iyo Buluuto. Feenus iyo Meerkuri ayaa qorraxda uga dhow dhulka kuwa soo hadhay ay ka sii fogyihiin. Buluuto, oo la helay 1930, ayaa ugu fog qorraxda, marka laga reebo qorraxda iyo xiddigaha, sida dayaxa meerayaasha kale waxay ku faan noqodka qorraxda."
meeris,1,"Hal geeddi oo raar, derin, haan iwm la sameeyo."
meeris,2,"Dersi, cashar iwm."
meeris,4,"Fogaanta ku wareegsan xood oodan oo kasta ama dhererka goobada oo la mid ah 2 r, taas oo, r tahay gacanka goobada."
mid,1,Erey wax lab oo keli ah tilmaama; hal. Tus. Labadii m. baa yimid.
mid,2,Dad is raacsan oo isku ujeeddo ah.
mid,3, wax kala duwan.
mid,4,"fikrad, muuqaal, midab iwm cid ka raacid."
mid,5,Wax tiro ahaan hal ah oo dheddig.
mid,6,Meermeerto weyn oo biyaha baddu sameeyaan.
mid,7,Shaqal carabi ah ku dhawaaqiddiisa jiidid.
midiidin,1,Qof la nool cid uu u shaqeeyo oo aan wax abaalmarin ah lahayn; aadeege; khaaddin. madiidin1.
midiidin,2,Hawl si aad ah u barasho. Tus. Cali hawshii buu midiidimay. 2. Weel la culay aad atireyn. madiidin2.
miidaan,1,Goob dadku isugu yimaado oo lagu qabto waxyaalo kala duwan.
miidaan,2,Xasil. 
miigo,1,miige.
miigo,2, wax ku margasho.
miinshaar,1,Nooc mallaayga ka mid ah oo af miinshaar ah leh. 
miinshaar,2,"Qalab bir ka samaysan oo lagooyo qoryaha, birta, dhagaxa iwm. "
miiq,1,Liilan dun ah.
miiq,2,"Dhisme kala jaadjaad ah oo duno oo kale ah oo laga helo jidhka xayawaanka, sida miiqyada muruqyada, miiqyada dareenwadka, ama miiqyo kollayiin."
miiq,3,Unug dhireed dheeraaday oo gidaaradiisa ay adkaysay xabag ku dahaadhani.
miiq,4,Suuf dun ka samayn.
miiq,5,Dun iwm caarad dhuuban u yeelid.
miir,1,Wax la miiray.
miir,2,miyir.
miir,3,miid.
miir,4,Meel yar oo biyo qabatin leh.
miir,5,Hoore gufur ka saarid. miira m.dh Bisha labaad oo sanad dayaxeedka;
miis,1,"miisad. Qalab ka samaysan alwaax, bir, ama wax kale oo fidsan lugo ku taagan oo siyaalo kala geddisan loogu isticmaalo xafiisyada iyo guryaha."
miis,2,Xoogaa cunto ah oo beegan oo aan bislayn.
miis,3,Heer nolosha laga gaaro.
miis,4,Meel dad koox ahi cunto loogu sameeyo.
miis,5,Cunto beegid. miisaali  Qof door ah. miitaali.
mil,1,Milme hoore lagu qasay natiijada ka soo baxda.
mil,2,"Adke milme ah, sida sonkor, cusbo iwm hoore ka dhigid."
milaal,1,Buuxinta wax muggooda laga buuxsho wax kale. 
milaal,2,"Wax mug leh, wax kale ka buuxin."
milan,1,"Hoor ka unkamay laba ama dhawr nooc ama walxood kuwaas oo isugu dhex baahay si heer molikuyuuleed ah. Haddaba, milanku waa isku kaan buuxa. Xubinta hadba badan ee milan waxa la yiraa mile, badanaaba waa hoor saafi ah xubinta yarna waxa la yiraa milme ."
milan,2,Milme wax hoore ku qasmay noqosho.
milan,3,Dhar wax liinbaxay noqosho.
min,1,"Guri, aqal."
min,2,Midkiiba. Tus. Nimankan min kun shilin sii.
mindhicir,1,"Xuub uurkujirta qaarkeed haya, siiba xiidanka yaryar, sida uu u badanyahay."
mindhicir,2,"Qayb ka mid ah dheefmareenka oo ka hoosaysa caloosha. Shaqooyinkeeda ugu waaweynina waxa weeye dhammaystirka dheefshiidka cuntada caloosha ka timaada, nuugista milannada cuntada, nuugista biyaha iyo soo saaridda."
mintid,1,Hawl si naf hurnimo ah u qabasho.
mintid,2,wax in aysan gacantiisa ka bixin ku dadaalid . mitid2.
mir,1,Wax tiradoodu hal tahay.
mir,2,Falalka habeenkii dhaca ama la sameeyo.
mir,3,Habeen.
mir,4,Roob habeen da'a.
mir,5,Habeen nafley cunto siin.
mir,6,"Col, roob iwm habeen imaansho."
mir,7,"Xoolo, badar iwm oo isku dhex jira sida ay leeyihiin u kala saarid."
mirir,1,Dheeh guduudan oo uumi biyoodku biraha ku dul sameeyo.
mirir,2,Cida ay riyuhu sameeyaan marka ay dhashooda waayaan.
mirir,3,Daqiiqad.
mirir,4,Bir mirir yeelasho.
mirir,5,Ri' ilmeheeda wayday ciyid.
miro,1,Timaarta dhirtu dhasho.
miro,2,Xoolo kale ka soocasho. 
miro,3,Xoolo habeen daaqid.
miskiin,1,Nin aan hanti lahayn ama cayr ah.
miskiin,2,Nin aan shiddo badnayn. 
mood,1,Maalka inta aan xoolaha nool ahayn.
mood,2,Meyd.
mood,3,Erey duco ah oo madaxda loo dabbaaldegayo lagu yiraahdo; raag!.
mood,4,Qorraxdu marka ay soo baxayso fallaaraheeda caadka qabta ee midabka quruxda badan yeesha.
mood,5,Wax meel dhaafid.
mood,6,"Si gef ah wax, u qaadasho. mooddo m.dh Sida wax la moodayo; male;"
moog,1,Kol; mar.
moog,2,Kal; mile; jil.
moog,3,Cid aan ogeyn noqosho; aan wax ka ogeyn; cid aan wax aqoon noqosho.
moos,1,Dhis dhoobo ama wax kale ah oo loogu talagalay inuu biyaha daadka ah celiyo.
moos,2,Biyamareen yar oo daadka weeciya ama biyo fadhiya wada.
moos,3,Cabbirka beeraha oo dhan jibaal afar meelood loo qaybiyey meel ahaan.
moos,4,"Geed tallaal, caleemo balballaaran dhaadheer, oo waxyaabo badan laga wershedeeyo leh, oo"
moos,5,Dhis ama dhoobo beer iwm biyo kaga celin.
moos,6,Biyo daad ah weecin ama duwid.
mudan,1,Qaddarin gaar ah qof la siiyo; wax la mutaystay. 
mudan,2,Erey tilmaama naag sharaf mudan.
mudan,3,Dad muhim ah.
mudan,4,Qof wax u qalama ahaansho.
mudan,5,Qof wax sharaf huwan ahaansho.
mulli,1,Biyo badan oo qof liqi karta; mool.
mulli,2,Xabagta geedaha qaarkood ka baxda oo cusub
mur,1,Kalluun aad u yaryar oo markaas ugxantii ka baxay oo lullumada qaabkeeda leh.
mur,2,Wadiiqo yar.
mur,3, orod cid kaga dheereyn.
muraad,1,Dan; ujeeddo.
muraad,2,Allebari; sa
murguco,1,Lafaha kalaggoysyada.
murguco,2,Xubnaha kalagoysyada lafaha dhaadheer kala maroojin jug kaarsiin.
murguco,3,arrin sidii loo rabay ka marin habaabid. Tus. Arrintii cali waa ka murgucatay.
murjaan,1,"Geed weyn, laf adag oo qoryihiisa kaneecada iwm laga shito. murjeen."
murjaan,2,"Dhagaxlamood qaali ah, midabbo badan leh, ka samysma dheecaan adkaaday oo ay dhalaan bahallo yaryar oo badda ku jira, oo suuqiyadaha dumarku isku qurxiyaan laga sameeyo."
murjaan,3,Wax kasta oo murjaanta laga sameeyo. 
murjis,1,Waran yar oo af dhuuban leh.
murjis,2,Geedabaareed buuraha korkooda ka baxa oo xoolaha lagu dhacariyo. murjuc  Ilmo yar oo markaas
murug,1,Cayayaan geedka digirta ka cuna caleenta.
murug,2,"Isku marmidda xarig, dun iwm ay isku milqaan."
murug,3,murugo . Uurkutaallo; caloolxumo.
murug,4,Xarig iwm si aad ah isku dhex gelid.
murug,5,Arrin iwm wax aan la xallin karin noqosho.
muruq,1,Xanuun ka yimaada muruq gala ama ku roora meel aan meeshiisii ahayn .
muruq,2,"Sooh unugyadiisu ay leeyihiin awood isku roor iyagoo sameynaya xoog ama dhaqaaq. Muruqyadu waxay leeyihiin, habab ay tamarta kiimikaad ugu rogi karaan tamar makaanikaad."
murux,1,Miraha qaarkood sida garaska iwm oo dubkii kore laga qaaday.
murux,2, qof qaawan.
murux,3,wax aan diir lahayn.
murux,4,Wax dubkii ka dhacay noqosho.
mushteeg,1,Illow.
mushteeg,2,Gef.
mutux,1,qof qaawan.
mutux,2,qof keli ah oo aan cidi wehelin.
mutux,3,hadal aan asluub iyo xishood lahayn. 
muud,1,"Dareere hurdi caddaan saafiya ah, kaasi oo soo hadha marka dhiiggu xinjiroobo kaddib, badanaana wuxuu ka kooban yahay balaasmo aan lahayn wakiillada xinjirowga dhiigga."
muud,2,Si dhuumasho ama qarsoodi ah kayn ama biyo dhexdood u marid.
muud,3," biyo, kayn iwm meeshii laga galay ma'ahee meel kale oo ka fog ka soo bixid."
muud,4, meel si qarsoodi ah u aadid.
muuqaal,1,"Waxa la daawado oo dhan sida filinka, masraxiyadda iwm."
muuqaal,2,Qaab muujinaya habdhaca falka oo la xiriira muddada dheer ama gaaban ee falku dhacayo iyo dhammaadshihiisa.
muus,1,"Mindiil daab leh, isku laabanta, oo lagu xiirto."
muus,2,Biyo hoos elid. muusaabid m.f.dh eeg muusaw. muusood. muusannaabid m.f.dh eeg muusannow2. muusannow1  Qaylo badan oo qof cid u
naab,1,naabid.
naab,2,Qolof qallalan oo fuusha bishimaha qofka marka uu harraado ama uu bukoodo; jiil.
naab,3,Wax fur ku adkeyn.
naadir,1,Aan had iyo goor la heli karin ; dhif ah.
naadir,2,"Bar ku dhisan aragtida aan sababaysnayn ee laga helo samada gudaheeda, taas oo lid ku ah fuqa."
naajax,1,Miro bislaaday.
naajax,2,Qof la oggolaysiiyay inuu fuliyo arrin laga lahaa.
naajax,3,Midho ama arrin wax bislaaday noqosho.
naajax,4,Hanti badan yeelasho.
naajax,5,Arrin raalli ka noqosho.
naanays,1,Hab loo qoro iskudhis kimikaad iyadoo la isticmaalayo summadaha atamyada ku jira. Hoosgalayaashu waxay u taaganyihiin tirada atamyada. Naaneys molikiyuulku waxay ku tustaa oo keliya nooca iyo tirada atamyada ah ee ku jira iskudhiska. Dhis naaneys molikuyuulkuna waxay muujisaa sida atammadu u ratibanyihiin.
naanays,2,qof magac dheeri ah oo aan kiisii dhabta ahaa ahayn u bixin.
naanays,3,cid falkeeda dhaliilid. 
naaqus,1,wax aan dhaamayn.
naaqus,2,Wax yaraaday noqosho.
nab,1,Cid fal ama hadal aanay samayn ama dhihin heegid; masabidid.
nab,2,Is n wax hurda iska dhigid.
nabar,1,Dillaac haragga ama jidhka gaadha dhaawac ku dhacay awgeed; qoon.
nabar,2,Raad uu qofka ku reebo dhaawac bogsaday.
nabar,3,Kol; mar.
nabar,4,"Cid jug, dhaawaq iwm. gaarsiin."
nacnac,1,Macmacaan yaryar udgoon oo la muudsado.
nacnac,2,Hadal badan oo aan macno lahayn.
nadooc,1,"Loodsanka ku dhaca ul, rabar iwm."
nadooc,2,"Habdhac sarfeed oo hawshiisu tahay in salka la raaciyo kabayaal ama dhammaadyo muujinaya tirada, caynta iyo qofka."
nadooc,3,Urabar iwm loodsan ku dhicid.
naq,1,Caleenta iyo cawska ay soo saaraan biyo ama roob; doog; tigaad.
naq,2,Hadal dood iyo dacwad isugu jira.
naq,3,Wax meeshii uu ka yimid elin.
naq,4,Gar qaadid.
naq,5,Cid dood iyo dacwo u jeedin.
nasakh,1," qof doqon ah, nacas ah."
nasakh,2,Qof fikraddiisa wanaagsan mid xun ugu beddelid.
neef,1,Xoolaha la dhaqdo mid ka mid ah.
neef,2,Faras si gaar ah u tilmaaman.
neef,3,Hawada nafleyda.
neef,4,"Wejiga maatarka ee xoogagga isjiidashada ee u dhexeeya saxarrada walaxdu ka koobantahay uu yaryaryahay. Saxarradaasu waxay leeyihiin xorriyad dhadhaqaaq, sidaas awgeedna neefuhu ma laha qaab iyo mug go'an midna."
nefis,1,Meel aan ciriir ahayn.
nefis,2,Waqti yar oo hawl laga nasto. nafis.
nidir,1,Si muraad loo helo magac Eebbe ballan kelid. Tus. Cali wuxuu nidray inuu neef bixiyo hadduu muraadkiisii helo.
nidir,2,Cid dhaarasho. Tus. Cali wuu nidiray.
niib,1,Wax adag oo aan la dabooli karin.
niib,2,Wax si adag meel ugu dhejin.
niib,3,Meel dalooshay oo la buuxshay ahaansho.
ningax,1,"Mayrax, maro iwm. oo qarka lagaga duubo haruub si uu weelka aad ugu qabsado."
ningax,2,"Haruub qarka mayrax, maro, iwm ugu duubid si uu weelka aad ugu qabsado."
nirig,1,Ubadka geela midka lab; qurbac.
nirig,2,Ubadka geela midka dheddig.
nishaab,1,Aqoonta toogashada yoolka.
nishaab,2,Daldaloollada loo yeelo dhufaysyada si cadowga looga ilaaliyo. 
nishaab,3,"Waxa la toogana hayo, toogta ku duwid, ku abbaarid. niishaab2."
nool,1,Hantida inta aan moodka ahayn; duunyo la leeyahay.
nool,2,Wax nafi ku jirto ahaansho.
nool,3,Wax aan dansanayn ahaansho .
nool,4,wax qof noloshiisu ku xirantahay ahaansho. Tus. Cali wuxuu ku noolyahay mushaharkiisa.
nujub,1,  nafley dadku u haystaan in aragtideeda nasiibdarro lagala kulmo; bacow.
nujub,2,Duufaan badeed.
nujub,3,wax aragtidooda nasiibdarro kala kulmid.
nuunaas,1,Hadal hoos loo yiraahdo oo qof ku muujinayo in aanu wax raalli ka ahayn;
nuunaas,3,Wax aanu raalli ka ahayn dartii hadal hoos ugu dhihid .
nuxur,1,Waxtar gaar ah oo cunnada qaarkeed laga helo; dheef; uraad.
nuxur,2,Qaybta asalka u ah iyo tilmaamaha gaarka ah ee lagu yaqaan shay.
nuxuus,1, xilli ay dadharaystaan.
nuxuus,2, qof dhashay maalin la sharaysto.
nuxuus,3,tabar yari nafley ka muuqata. 
nuxuus,4,Wax daciif ah noqosho.
waa,1,Qurub lagu muujiyo waxa laga sheego yeelaha weerta. Tus. 'Cali waa yimid';'Ninkanu waa macallinka cusub ee dugsiga'.
waa,2,Wax helid la'aan.
waa,3,yool aad tooganaysay riddadii. Garab la marid.
waab,1,Dhis yar oo la harsado.
waab,2,Dhis dadka buka la jiifiyo ama lagu daweeyo.
waab,3,Hoose birta lagu tumo.
waab,4,"Geed, dhisme aan hoos fiican lahayn wax korka kaga dedid."
waajib,1,Shaqo go'an oo qof u xilsaaranyahay oo laga doonayo inuuto.
waajib,2, cid inay wax samayso ku khasbanaansho.
waalli,1,"Cudur kasta oo kartida wax lagu kala garto baabi'iya, dhantaala ama wax u dhima."
waalli,2,Gogol ka samaysan weylo yaryar hargahooda layskuna tolo; weylaalis.
waalo,1,"Cayaar cayaaraha hiddaha iyo dhaqanka ka mid ah, raggayaaro oo labo saf oo iska soo horjeeda, tira isla egna ah, iyadoo jilbajabsan gacmahana lagayaaro hees iyo jiibna leh; hellem."
waalo,2,Wax waalan noqosho.
waalo,3,Ka w meel cabsi awgeed uga cararid.
waar,1,Cabbir dhererka lagabbiro oo la mid ah seddax cagood ama soddon iyo lix hiish ama 0.914 mitir.
waar,2,Cimri aan dhimasho lahayn ku noolaan.
waari,1,"Sheekada haabeenkii lagu soo jeedo, dhafar; dabjeex."
waari,2,Waar cabbirid.
waayo,1,Waqti hore oo la soo dhaafay.
waayo,2,"Erey lagu xiriiriyo weer sababley ah; sababtu waxaa weeye, maxaajira, maxaawacay, maxaayeelay. Tus. Xasan wuu iska tegay, waayo, waad ka caraysiisay."
waayo,3,"Waa ayo?, waa kuma?"
wac,1,Iftiin xoog leh oo si kedis ah dad cawiro.
wac,2,Cid u yeerid.
wadar,1,Tiro ama in mid ka badan. Tus. W. iyo waaxid.
wadar,2,Jawaabta la helo marka laba ama dhawr tiro ama xaddi la isugeeyo.
wadar,3,Lidka ereyga kelid ah.
waddac,1,Lix beri oo sunno ah oo laga soomo bisha soonfur.
waddac,2,Cid sagootiyid.
waddac,3,Adoo dabbaalanaya mowjad is raacin.
wahan,1,Welwel.
wahan,2,Uurxumo iyo walaac dartii isla hadlid ama caloolyoobid.
walbahaar,1,"Welwel, murugo."
walbahaar,2,Dareen murugo leh la gam'i waayid.
walwal,1,Layr qabow oo xilliyada qaarkood galabtii timaada; geyr.
walwal,2,Cid walbahaarid. 
wanqar,1,Dhaawac halis ah. 
wanqar,2,"Ugaar, xoolo iwm iyada oo uurkujirta laga saarayo calool ka dillaacin."
waqti,1,Waa; goor; jeer; shin; ammin.
waqti,2,Xilli; nur. wakhti.
waqti,3,"Summad t. Xaddiga sahla in aynu kala saarno laba dhacdo oo isku mid ah, kana dhacay isku meel. Gaalis u dhexeeya labadaa dhacdo ayaa ah aasaaska cabbirka waqtiga."
war,1,Wax aan hore loo ogeyn oo laysu sheego.
war,2,Hadal.
war,3,Meel weyn oo la qoday oo biyuhu fariistaan.
war,4,waryaa.
waraab,1,Biyo siinta xoolo oomman biyo la siiyo.
waraab,2," beer aan roob ku bixin oo webi, il iwm laga biyo siiyo."
waraab,4,"Ku filqinta biyaha dhulka dushiisa si aan dabiici ahayn, si loo fududeeyo ku beerista dalagga meel haddii aan la waraabin bixiddiisu aysan suurtagal ahaan lahayn, roobka oo ku yar awgeed."
waraab,5,Biyo cabbid. waraabadadow .
wareeg,1,Socod aan dan la lahayn.
wareeg,2,Socod aan toos ahayn; leexad; weecad; laabad.
wareeg,3,Wadarta dhererada iyo dhinacyada shaxan jomatari.
wareeg,4,Meel macno la'aan u socosho.
wareeg,5, wax ka leexasho.
wareeg,6,wax kormeerid.
wareego,1,Xoolaha nool ee colka duullaanka ahi sahay ahaan u wato.
wareego,2, halkaad joogtid ka tag oo meel kale u wareeg. wareegsan . Wax qaab goobaabin ah leh ahaansho.
wareegto,1,"Warqad arrin gaar ah ka hadlaysa, gaarta meelo badan oo la rabo in si degdeg ah loo fuliyo."
wareegto,2,"Ciyaar ragga aar ah oo laga yaqaan Shabellada Dhexe iyo Shabellada Hoose, asalkeeda horana ciyaar dagaal ayay ahayd."
warwar,1,Samayo dhuudhuuban oo dhallintu isku riddo oo gabbashada ku barato.
warwar,2,Nooc waran oo dheer.
warwar,3,la macno ah walwal werwer 
webi,1,Biyo xoog leh oo durudur iyo togba ka weyn oo aan badanaa go'in.
webi,2,"Durdur biyo macaan ah kaasoo ugu yaraan qayb sannadka ka mid ah ay ka weyntahay dur dur yar, waxayna martaa kanaal dabiici ah, oo ay dhinacyada ka xadeeyaan qarar, kuna shubma badda ama xaro, ama webi kale."
webi,3,Cid wax u diyaarin.
weger,1,Geed qorigiisu aad u bixi adagyahay.
weger,2,Erey la yiraahdo kolka la arko wax lala yaabo.
weli,1,Qof mu'min ah oo Ilaah ka baqa.
weli,2,Qof ay saaran tahay mas'uuliyadda xaas meel deggan. wali.
weli,3,Ilaa hadda.
weli,4,kol kale; haddana; misana.
weli,5,"Waa  abidkay, kolna."
weyrax,1,Dagaalka xoolaha dhalay oo ay dagaallamaan kolkay ubadkooda u baqaan.
weyrax,2,Caro; gedood.
wiiq,1,Bowdada madaxeeda misigta ku jira.
wiiq,2,"Cid, arrin iwm wax yeello gaarsiin."
wishaar,1,Doon ama markab cusub oo kolkaas dibedda iyo badda loo saaray.
wishaar,2,Wax duugoobay sidii uu hore u ahaa ka dhigid .
